titulo,autor,precio,categoria
Danza De Acero,"XATIN, ANDRE",$23.990,literatura
Curiosidades De La Literatura,"DISRAELI, ISAAC",$12.900,literatura
Cronica De La Nueva Esperanza,"HUENUN, JAIME L.",$13.000,literatura
Corrientes Alternas. Antologia De Verso,"PAZ, OCTAVIO",$14.000,literatura
Ciudad  Y Otros Poemas,"MILLAN, GONZALO",$17.000,literatura
Centuria,"AMIGO, ALBERTO",$13.990,literatura
Centauro,"STEVENSON BORDEU, ISIDORA",$11.000,literatura
Carlos Droguett Textos Ineditos. Volumen I,"DROGUETT, CARLOS",$24.000,literatura
Carlos Droguett Cuentos Desde El Exilio. Volumen II,"DROGUETT, CARLOS",$24.000,literatura
Bien Tarde En El Dia,"KEEGAN, CLAIRE",$13.900,literatura
Aranjuez,"MESA, GILMER",$11.200,literatura
Alguien Camina Sobre Tu Tumba,"ENRIQUEZ, MARIANA",$22.900,literatura
Album De Valparaiso,"HERNANDEZ, ELVIRA",$7.000,literatura
13 Cuentos De Canallas,"ELKYON, JACK",$16.199,literatura
¿Y Si Me Ayudas A Partir?,"PALACIOS MORENO, FERNANDO",$17.000,literatura
(Des) Trozos Literarios,"PINTO MEZA, DANIELA",$16.000,literatura
Una Mirada Distinta,"ALAMOS, BERNARDO",$14.220,literatura
Todas Las Almas (60 Aniversario),"MARIAS, JAVIER",$12.600,literatura
Las Viudas De Los Jueves (60 Aniversario),"PIÑEIRO, CLAUDIA",$12.600,literatura
La Verdad Sobre La Luz,"AVA OLAFSDOTTIR, AUDUR",$11.200,literatura
La Musica De La Fiebre,"URRIOLA, MALU",$12.600,literatura
Jovenes Pistoleros,"PEÑA, JUAN CRISTOBAL",$9.800,literatura
Estas Con Nosotras,"BAZAN, DIEGO",$17.493,literatura
El Pintor De Batallas (60 Aniversario),"PEREZ-REVERTE, ARTURO",$12.600,literatura
El Final De La Historia,"FINN, A.J.",$14.000,literatura
El Corazon De Las Tinieblas (Edicion Aniversario),"CONRAD, JOSEPH",$8.400,literatura
El Circulo De Mujeres De La Doctora Tan,"SEE, LISA",$14.000,literatura
El Caso Alaska Sanders,"DICKER, JOEL",$11.200,literatura
Chile Y La Ley De La Selva,"RODRIGUEZ ELIZONDO, JOSE",$17.900,literatura
Adios Muchachos (60 Aniversario),"RAMIREZ, SERGIO",$12.600,literatura
La Asistenta Te Vigila,"MCFADDEN, FREIDA",$11.900,literatura
Zoologicos Humanos,"BAEZ, CHRISTIAN",$15.900,literatura
Umbral De Sangre,"URIZAR, ANDRE",$17.200,literatura
Todo Final Es Un Comienzo,"ALDERTON, DOLLY",$9.730,literatura
Tiempos Criticos,"ORWELL, GEORGE",$9.100,literatura
Socialismo Para Millonarios,"SHAW, GEORGE BERNARD",$14.950,literatura
Rubi,"LEZCANO, WALTER",$18.500,literatura
Rosa Magenta,"CHUAQUI FARRU, RODRIGO",$13.900,literatura
Revolucion,"MENESES, JUAN PABLO",$12.943,literatura
Querido Diego Te Abraza Quiela,"PONIATOWSKA, ELENA",$11.130,literatura
Principio De Incertidumbre,"BROWN, CAROLINA",$11.830,literatura
Oda Seguido De Encuentro En El Bronx,"JAEGGY, FLEUR",$13.000,literatura
Notas De Campo,"RONSINO, HERNAN",$12.000,literatura
Maktub,"COELHO, PAULO",$8.330,literatura
Los Misterios De Madrid,"MUÑOZ MOLINA, ANTONIO",$9.730,literatura
Los Corleone,"PUZO, MARIO",$8.330,literatura
Liberacion De Las Hormigas,"NAKAYASU, SAWAKO",$17.900,literatura
Leonora,"PONIATOWSKA, ELENA",$18.830,literatura
Las Herederas De La Singer,"LENA RIVERA, ANA",$14.000,literatura
La Tierra De Las Mujeres,"BARNEDA, SANDRA",$9.730,literatura
La Seleccion (La Seleccion #1),"CASS, KIERA",$7.700,literatura
La Maestra Rural,"LAMBERTI, LUCIANO",$18.000,literatura
La Idea De Tenerte,,$16.030,literatura
La Idea De Tenerte,"ROBINNE, LEE",$16.030,literatura
La Heroina De Las 1001 Caras,"TATAR, MARIA",$25.900,literatura
La Desaparicion De Stephanie Mailer,"DICKER, JOEL",$9.100,literatura
La Casa Neville 2. No Quieras Nada Vil,"BONELLI, FLORENCIA",$20.930,literatura
Historia De Un Piano,"GENER, RAMON",$17.430,literatura
Haxan,"CARCAMO MUÑOZ, MACARENA",$17.500,literatura
Formas De Vestir La Muerte,"OZGUL DUNDAR, OZLEM",$11.000,literatura
Filosofia,"SQUELLA, AGUSTIN",$8.000,literatura
El Viento Entre Los Pinos,"HIGASHI, MALENA",$22.000,literatura
El Signo De Los Tiempos,"ODA, SAKUNOSUKE",$20.500,literatura
El Lugar Del Martir,"MENDEZ, JAVIER",$12.900,literatura
El Descontento,"SERRANO, BEATRIZ",$13.930,literatura
El Demonio Y La Señorita Prym,"COELHO, PAULO",$8.330,literatura
El Arte De Morir,SENECA,$11.900,literatura
El Año De La Langosta,"HAYES, TERRY",$20.930,literatura
El Animal Inferior,"TWAIN, MARK",$14.200,literatura
El Amor De Los Hombres Solos,"HERINGER, VICTOR",$14.200,literatura
Crueles Y Salvajes,"CARCAMO MUÑOZ, MACARENA",$15.000,literatura
Como La Sombra Que Se Va,"MUÑOZ MOLINA, ANTONIO",$13.930,literatura
Bequin Nº 02 Penitente,"ABNETT, DAN",$16.030,literatura
Bajo Tierra Seca,"PEREZ, CESAR",$18.130,literatura
Al Borde De La Catastrofe,"KILLICK, JANE",$13.930,literatura
20 Poemas De Mesa Y Una Castaña En El Suelo,"NERUDA, PABLO",$20.400,literatura
Y Del Cielo Cayeron Tres Manzanas,"ABGARIAN, NARINE",$28.900,literatura
Tres Relatos De Mujeres,"ZWEIG, STEFAN",$16.730,literatura
Tras El Espejo De Oesed. Un Libro Para Muggles,"RIDDLE, T. J.",$23.000,literatura
Teoria De La Gravedad,"GUERRIERO, LEILA",$18.830,literatura
Tal Como Soy,"SMITH, AMBER",$14.000,literatura
Se Tu Mismo,"HSU, HUA",$33.000,literatura
Retroverso Luz Que Dejo Atras Flash Gord,"MORENO, ALBERTO",$20.900,literatura
Poesia Completa. Volumen I,"FOSSE, JON",$27.600,literatura
Norman Bethune. Un Cirujano En Las Revoluciones,"MONTEVERDE, EDUARDO",$12.900,literatura
No Dejar Que Se Apague El Fuego,"TOEWS, MIRIAM",$25.700,literatura
Nawashi. El Maestro De La Cuerda,"NAKAMURA, FUMINORI",$22.350,literatura
Misuk. La Chica Del Año,"WON, CHEONG",$26.850,literatura
Los Milagros De Namiya,"HIGASHINO, KEIGO",$25.200,literatura
La Situacion Y La Historia,"GORNICK, VIVIAN",$25.000,literatura
La Sabiduria Picara,"JOLLIEN, ALEXANDRE",$21.900,literatura
La Perfeccion De Mi Arte,"JOYCE, JAMES",$57.000,literatura
La Papeleria Tsubaki,"OGAWA, ITO",$24.500,literatura
Konfidenz,"DORFMAN, ARIEL",$9.900,literatura
Historia. Herodoto,HERODOTO,$28.900,literatura
El Taller Literario,"BITAR, FRANCISCO",$16.900,literatura
El Maestro Y Margarita,"BULGAKOV, MIJAIL A.",$45.000,literatura
El Descenso De Alette,"NOTHLEY, ALICE",$26.000,literatura
El Arte De La Prudencia,"GRACIAN, BALTASAR",$11.500,literatura
El Angel De Piedra,"LAURENCE, MARGARET",$33.000,literatura
Dantescas. Cuentos De Mujeres Que Descendieron Al Infierno,"AMPUERO, MARIA JOSE",$28.000,literatura
Cuentos Del Japon,VARIOS AUTORES,$33.000,literatura
Cuentos De La India,VARIOS AUTORES,$33.000,literatura
Artesania Del Cuento,"MEDINA, ALVARO",$10.000,literatura
Si Te Gusta La Oscuridad,"KING, STEPHEN",$18.900,literatura
Poesia Completa,"SEXTON, ANNE",$22.400,literatura
No Queria Parecerme A Ti,"MARTON RAMACIOTTI, AMANDA",$13.600,literatura
Los Astronautas,"FERRERO, LAURA",$14.700,literatura
La Luz Del Norte,"YOKOYAMA, HIDEO",$17.600,literatura
La Leyenda Del Santo Bebedor,"ROTH, JOSEPH",$13.300,literatura
Jane Austen Investiga,"BULL, JESSICA",$17.600,literatura
Historias Extraordinarias,"DAHL, ROALD",$5.390,literatura
El Poeta Y El Tiempo,"TSVIETAIEVA, MARINA",$9.100,literatura
El Ladron De Arte,"FINKEL, MICHAEL",$12.600,literatura
El Amor Pende De Un Hilo,"SCORE, LUCY",$15.400,literatura
Don Juan,LORD BYRON,$11.200,literatura
Austral,"FONSECA, CARLOS",$14.700,literatura
Anna O,"BLAKE, M. J.",$15.400,literatura
Un Retiro Para Escritoras Mortal,"BARTZ, JULIA",$18.830,literatura
Un Nuevo Engaño,"DELUCA, JEN",$16.730,literatura
La Noche Mas Brillante (Saga Origin #3),"ARMENTROUT, JENNIFER",$20.930,literatura
La Isla De Los Anhelos,"GRIFFIN, ANNE",$18.830,literatura
La Espada De Las Brujas,"MULFORD, A. K.",$18.830,literatura
La Distancia Que Nos Separa,"OFARREL, MAGGIE",$22.900,literatura
Foster Dade Explora El Cosmos,"JENKINS, NASH",$24.430,literatura
El Ultimo Emperador De Mexico,"SHAWCROSS, EDWARD",$25.830,literatura
El Regreso De Moriarty,"CAVALLARO, BRITTANY",$17.430,literatura
El Amor No Tiene Reglas,"BAILEY, TESSA",$16.730,literatura
DEV1AT13. Solo Los Fuertes Sobreviven,"KRISTOFF, JAY",$19.530,literatura
Bloodmarked. Ciclo Legendborn,"DEONN WALKER, TRACY",$22.330,literatura
Benito Cereno,"MELVILLE, HERMAN",$15.310,literatura
Ventanas De Manhattan,"MUÑOZ MOLINA, ANTONIO",$13.930,literatura
Veinte Poemas De Amor Y Una Cancion Desesperada,"NERUDA, PABLO",$13.930,literatura
Una Historia Del Amor,"SABORIDO, PEDRO",$17.430,literatura
Tres Novelas De Epoca,"PAULS, ALAN",$15.400,literatura
Suzuran,"SHIMAZAKI, AKI",$12.530,literatura
Sunset Park,"AUSTER, PAUL",$16.030,literatura
Romeo Y Julieta,"SHAKESPEARE, WILLIAM",$6.930,literatura
Quijote Liberado,"DE CERVANTES, MIGUEL",$34.299,literatura
Por Aqui Paso El Tiempo,"BASTIAS ALARCON, MARCELA",$14.500,literatura
Perspectivas,"BINET, LAURENT",$14.630,literatura
Mujeres En La Historia De Chile,"HUIDOBRO SALAZAR, MARIA GABRIELA",$17.500,literatura
Marilyn Monroe,"ZOLOTOW, MAURICE",$16.194,literatura
Maradona. Erase Una Vez En Europa,"LUDDEN, JOHN",$23.992,literatura
Madre De Corazon Atomico,"FERNANDEZ, AGUSTIN",$15.330,literatura
Madame Bovary,"FLAUBERT, GUSTAVE",$10.430,literatura
Los Hijos De Baanaue,"RAYA DEMIDOFF, JAVIER",$10.194,literatura
Libro Del Desasosiego,"PESSOA, FERNANDO",$20.930,literatura
Leviatan,"AUSTER, PAUL",$9.730,literatura
Las Edades De Itnis,"BAYARRI, SALVADOR",$11.394,literatura
La Trilogia De Nueva York,"AUSTER, PAUL",$16.730,literatura
La Señora Dalloway,"WOOLF, VIRGINIA",$7.630,literatura
La Niña Del Sombrero Azul,"LENA RIVERA, ANA",$19.200,literatura
La Mujer Del Rio,"ILABACA NUÑEZ, PAULA",$12.800,literatura
La Medicion Del Mundo,"KEHLMANN, DANIEL",$13.300,literatura
La Furia,"MICHAELIDES, ALEX",$14.700,literatura
Kast,"HINOJOSA, MARIA JOSE",$11.830,literatura
Fracturados. 11 Cuentos De Odette Magnet,"MAGNET FERRERO, ODETTE",$11.900,literatura
Felicidad Perversa,"DITLEVSEN, TOVE",$15.330,literatura
Esnob,"BENAVENT, ELISABET",$19.200,literatura
Elon Musk,"ISAACSON, WALTER",$17.500,literatura
El Ultimo Crimen De La Escritora Emilia,"DOUGLAS, CLAIRE",$14.630,literatura
El Silencio De Las Estrellas,"PEREZ OCA, MIGUEL ANGEL",$8.994,literatura
El Rumor,"AUDRAIN, ASHLEY",$14.000,literatura
El Pequeño Estudio De Los Recuerdos Perdidos,"HIIRAGI, SANAKA",$12.600,literatura
El Palacio De La Luna,"AUSTER, PAUL",$9.730,literatura
El Intercambio,"GRISHAM, JOHN",$16.000,literatura
El Cuento De La Criada,"ATWOOD, MARGARET",$14.000,literatura
De Vuelta A Casa,"MORTON, KATE",$10.500,literatura
Cuanto Puede Aguantar Un Corazon Roto,"VALENZUELA, JAVIERA",$13.300,literatura
Brooklyn Follies,"AUSTER, PAUL",$16.730,literatura
Aqui Todos Mienten,"LAPENA, SHARI",$13.300,literatura
Amor En Juego,"ARMAS, ELENA",$16.000,literatura
Al Borde De Un Sueño,"PARKER, CATHERINE",$13.230,literatura
Volver A Reir,"PRATS CUTHBERT, HILDA CECILIA",$13.000,literatura
Sol De Sangre,"NESBO, JO",$8.400,literatura
Sinapsis,"FERNANDEZ, NICOLAS",$14.990,literatura
Sangre En La Nieve,"NESBO, JO",$8.400,literatura
Poesia Popular Callejera,"FERREIRA, JUAN JOSE",$24.000,literatura
Noticia De Un Secuestro,"GARCIA MARQUEZ, GABRIEL",$8.400,literatura
Nada Que Decir,"HIDALGO, SILVIA",$13.930,literatura
Mundo Espejo,"GIBSON, WILLIAM",$11.830,literatura
Maldito Sea El Fruto De Tu Vientre,"ELKYON, JACK",$16.199,literatura
Los Tres Duelos Del Detective Bernales,"MARTINEZ, JOSE MIGUEL",$23.900,literatura
La Hija Del Curandero,"TAN, AMY",$11.130,literatura
La Casa Del Frente,"POLICZER, ADAM",$17.000,literatura
General En Su Laberinto (Estuche),"GARCIA MARQUEZ, GABRIEL",$8.400,literatura
Gabriela,"GOÑI, JOSE",$17.551,literatura
Estelas En La Mar,"LAYERA, RAMON",$18.000,literatura
El Club De La Buena Estrella,"TAN, AMY",$15.330,literatura
De Parte De La Princesa Muerta,"MOURAD, KENIZE",$20.930,literatura
De Papudo Al Infierno,"ESTAY STANGE, VERONICA",$15.000,literatura
Astrathia. Escape Del Infierno,"VARGAS, PABLO",$19.990,literatura
Almanaque Chileno De Terror,"GUZMAN MARIN, PAULO",$14.990,literatura
Los Dos Amores De Mi Vida,"JENKINS REID, TAYLOR",$12.530,literatura
El Buzon De Las Impuras,"SOLAR, FRANCISCA",$20.720,literatura
Juliette Y Las Canciones Perdidas,"LONGARELA GOMEZ, ANDREA",$14.630,literatura
Hideaway,"DOUGLAS, PENELOPE",$17.430,literatura
Virginia Woolf Obras Selectas,"WOOLF, VIRGINIA",$23.992,literatura
Todas Las Criaturas Grandes Y Pequeñas,"HERRIOT, JAMES",$14.000,literatura
Soñar Como Sueñan Los Arboles,"LOZANO, BRENDA",$10.500,literatura
Otra Gente,"AMIS, MARTIN",$11.200,literatura
Noche Y Dia,"WOOLF, VIRGINIA",$9.800,literatura
Necronomicon,"LOVECRAFT, H. P.",$5.394,literatura
Los Sesgos Del Algoritmo,"ARRIAGADA, GABRIELA",$11.900,literatura
La Vida Intima,"AMMANITI, NICCOLO",$16.800,literatura
La Lealtad De Los Canibales,"TRELLES PAZ, DIEGO",$16.800,literatura
La Casa Encantada Y Otros Cuentos,"WOOLF, VIRGINIA",$7.000,literatura
Horror Stories Edgar Allan Poe,"POE, EDGAR ALLAN",$5.394,literatura
El Rey De Amarillo Y Otros Relatos De Terror,"CHAMBERS, ROBERT W.",$13.592,literatura
El Monje,"LEWIS, MATTHEW G.",$13.592,literatura
El Futuro,"ALDERMAN, NAOMI",$14.000,literatura
El Castillo De Otranto,"WALPOLE, HORACE",$13.592,literatura
Cronicas Desde La Guerra En Ucrania,"VALLEJOS CROQUEVIELLE, JUAN",$13.520,literatura
Complicaciones,"STEEL, DANIELLE",$13.300,literatura
Como Nace La Idea,"WOOLF, VIRGINIA",$14.000,literatura
Canoas,"DE KERANGAL, MAYLIS",$15.400,literatura
Cama 32,"QUERCIA, BORIS",$13.000,literatura
Around The World In Eighty Days,"VERNE, JULIO",$5.394,literatura
Un Mapa A La Puerta De No Retorno,"BRAND, DIONNE",$18.500,literatura
"Safo. Ahora, Mientras Danzamos","FARIÑA, SOLEDAD",$15.000,literatura
Ricardo Piglia A La Intemperie,"LIBERTELLA, MAURO",$16.000,literatura
Que Locura Enamorarme Yo De Ti. El Sueño De La Tribu,"WIENER, GABRIELA",$11.000,literatura
"Por Favor, Rebobinar","FUGUET, ALBERTO",$11.130,literatura
Poemas Somos Que Otros Escribieron,"MARCHANT, JULIETA",$12.000,literatura
Poemas,"ZURITA, RAUL",$4.499,literatura
Mil Grullas,"KAWABATA, YASUNARI",$11.543,literatura
La Vida Ya Supero A La Escritura,"OTTA, TILSA",$12.000,literatura
La Vida No Es Util,"KRENAK, AILTON",$23.900,literatura
La Mano,"RIVERA, ROBERTO",$12.900,literatura
La Generacion De Las Hojas,"BLANCO, MARTA",$14.700,literatura
La Ciudad De Los Escritores,"VILLARROEL, LORETO",$21.000,literatura
Frases De Bolsillo. Un Aporte Desde El Sendero,"ANCESTRAL, CHAMAN",$10.000,literatura
El Universo Observable. Una Investigacion,"MCCALDEN, HEATHER",$22.900,literatura
El Papel De La Piedra,"LACAMARA CALAF, REYNALDO ENRIQUE",$10.000,literatura
El Mundo Rodeado,"DRAKE, FRANCIS",$12.000,literatura
Ciertos Chicos,"FUGUET, ALBERTO",$16.730,literatura
Cabeza Y Corazon Es Una Ostra,"PEREIRA, EMILIANA",$10.000,literatura
Altai,"MING, WU",$14.900,literatura
Aguada,"BERNEY, CAMILA",$10.000,literatura
¿Que Es Mas Macho? Ensayo Sobre Las Masculinidadades,"AGUILAR, GONZALO",$20.900,literatura
Una Nueva Oportunidad,"DELUCA, JEN",$15.330,literatura
Una Cita En El Infierno,"BOND, GWENDA",$16.030,literatura
Sira,"DUEÑAS, MARIA",$11.830,literatura
Sigueme Siempre,"HARDT, HELEN",$18.130,literatura
"Si Este No Es Mi Hogar, No Tengo Un Hogar","MOORE, LORRIE",$13.230,literatura
Rey Blanco (Antonia Scott #3),"GOMEZ JURADO, JUAN",$8.400,literatura
Reina Roja (Antonia Scott #1),"GOMEZ JURADO, JUAN",$8.400,literatura
Por Que Schoenberg,"SACHS, HARVEY",$12.600,literatura
No Hay Manera (Los Hermanos Marti #5),"CASANOVAS, ANNA",$16.730,literatura
Nadar De Noche,"FORN, JUAN",$12.530,literatura
Miradas De La Desigualdad,"MILANOVIC, BRANKO",$15.400,literatura
Matemos Todos A Constance,"BRADBURY, RAY",$11.830,literatura
Marlene,"BONELLI, FLORENCIA",$13.930,literatura
Mañana A Esta Hora,"STRAUB, EMMA",$18.130,literatura
Los Cien Amores De Julieta,"SKYE, EVELYN",$17.430,literatura
Loba Negra (Antonia Scott #2),"GOMEZ JURADO, JUAN",$8.400,literatura
Las Diurnas,"TOME, ANDREA",$16.730,literatura
Las Amas De Llaves,"HAY, ALEX",$20.930,literatura
La Ultima Actriz,"TENENBAUM , TAMARA",$11.830,literatura
La Sombra Del Capitan Manco,"ROMERO, M. J.",$14.392,literatura
La Llamada De La Tribu,"VARGAS LLOSA, MARIO",$8.400,literatura
La Linea De Sombra,"CONRAD, JOSEPH",$7.000,literatura
La Hija Del Doctor Moreau,"MORENO-GARCIA, SILVIA",$17.430,literatura
La Hermana Luna (Siete Hermanas #5),"RILEY, LUCINDA",$15.400,literatura
La Civilizacion Del Espectaculo,"VARGAS LLOSA, MARIO",$7.700,literatura
La Casa De La Noche,"NESBO, JO",$13.300,literatura
Kalia. Volumen 2,"CORVALAN G., MATIAS",$14.990,literatura
Just A Night Club. Rame,"CANALES, MARIA RENATA",$14.320,literatura
Humo Blanco,"JACKSON, TIFFANY D.",$16.730,literatura
Fraternity. El Circulo Vicioso,"MIENTUS, ANDY",$18.130,literatura
Fragata Cochrane,"VALENZUELA, ANDRES",$10.500,literatura
Esperame,"MONTEFIORE, SANTA",$18.830,literatura
El Rey Dos Veces Muerto Nº 01 Ruina,"CROWLEY, NATE",$14.630,literatura
El Precio De Una Traicion,"FISCHER, DIEGO",$16.030,literatura
El Operador De Radio,"LENZE, ULLA",$13.300,literatura
El Niño,"ARAMBURU, FERNANDO",$13.230,literatura
El Libro De Las Sombras,"RIBOLLEDA, JORDI",$18.830,literatura
El Estilo De Los Elementos,"FRESAN, RODRIGO",$18.200,literatura
El Dueño Del Secreto,"MUÑOZ MOLINA, ANTONIO",$10.430,literatura
El Cuaderno De Nerina,"LAHIRI, JHUMPA",$12.600,literatura
El Amor Derriba Muros (Las Reformas Del Amor #2),"BAILEY, TESSA",$16.030,literatura
Cuerpos Extraños,"SCHAMA, SIMON",$16.100,literatura
Cuentos Escogidos,"CONRAD, JOSEPH",$9.800,literatura
Cuentos Completos II,"CORTAZAR, JULIO",$16.800,literatura
Cuentos Completos I,"CORTAZAR, JULIO",$17.500,literatura
Cora,"FERNANDEZ DIAZ, JORGE",$12.530,literatura
Contradeseo,"ESQUIVEL, GLORIA SUSANA",$11.200,literatura
Castigo,"CHAPARRO, CARMEN",$16.730,literatura
Capitan: La Historia De Mario Lepe,"ARCOS, CRISTIAN",$11.830,literatura
Bodas De Odio,"BONELLI, FLORENCIA",$13.230,literatura
Aurora Rising,"KAUFMAN, AMIE",$18.830,literatura
Asesina De Dioses,"KANER, HANNAH",$18.130,literatura
Antipoda Jovial,"AVILA, DIEGO",$10.392,literatura
Ahriman: Exilio Nº 01,"FRENCH, JOHN",$14.630,literatura
40 Abrigos Y Un Boton,"SCIAPECONI, IVAN",$11.200,literatura
Venas Al Frente Festines De Sangre Y Mal Gusto,"MORTHLAND, JOHN",$29.500,literatura
Una Cabeza Cercenada,"MURDOCH, IRIS",$33.470,literatura
Un Robinson,"PEREZ IBARRA, MARTIN",$26.000,literatura
Un Best Seller Para Toda La Vida,"HOLIDAY, RYAN",$17.120,literatura
Somos Animales Poeticos,"PETIT, MICHELE",$14.960,literatura
Round About Tete,"PONS MACIAS, PERE",$29.500,literatura
Rara Vez Elegimos Morir,"CENTENO, DANIEL",$14.990,literatura
Quemarse La Cabeza,"MARQUEZ PAROT, DIEGO",$11.000,literatura
Nocturna,"MUTIS, ALVARO",$14.600,literatura
Nadie Sabe Mas Que Los Muertos,"DIAZ ETEROVIC, RAMON",$13.000,literatura
Muros De Adobe,"BURNETT, W. R.",$22.800,literatura
Mi Vida,"MEIR, GOLDA",$15.600,literatura
Memorias Privadas Y Confesiones De Un Pecador Justificado,"HOGG, JAMES",$20.400,literatura
Me Importa Una Puerta,"ORREGO CERON, MELISSA",$12.000,literatura
Los Vigilantes Del Faro,"LACKBERG, CAMILLA",$8.480,literatura
Los Gritos Del Pasado,"LACKBERG, CAMILLA",$12.480,literatura
Los Exportados,"DEVILLERS, SONIA",$32.040,literatura
Llore Sin Consuelo Sobre Tu Cuerpo Electrico,"GRAELLS-GARRIDO, EDUARDO",$16.990,literatura
Las Aventuras De Caleb Williams O Las Cosas Como Son,"GODWIN, WILLIAM",$22.800,literatura
La Sombra De La Sirena,"LACKBERG, CAMILLA",$8.880,literatura
La Mirada De Los Angeles,"LACKBERG, CAMILLA",$11.360,literatura
La Concentracion,"CINZANO, MARTIN",$13.000,literatura
La Ciudad Prometida,"SCERBANI, VALENTINA",$30.710,literatura
La Bruja De Buchenwald,"ASPAS, FRANCISCO JAVIER",$15.600,literatura
Johnny Cash La Vida En Letras,"CASH, JOHNNY",$53.500,literatura
Idioma De Los Dragones,"RIVERA DONOSO, PAULA",$14.990,literatura
Historia De La Mujer Canibal,"CONDE, MARYSE",$33.470,literatura
Hijas De Nadie,"BUSSO, CELESTE",$9.990,literatura
Habitaciones,"ZEPEDA, VERA",$14.990,literatura
Funerales,"TRONCOSO, SOFIA",$14.990,literatura
En Busca De La Luz Memorias De Oliver Stone,"STONE, OLIVER",$20.500,literatura
El Mes Mas Cruel,"ADON, PILAR",$30.410,literatura
El Asno De Oro,APULEYO,$17.500,literatura
El Accidente En La A35,"BURNET, GRAEME MACRAE",$33.470,literatura
Deseo Y Realidad. Las Novelas De Alberto Blest Gana,"FAUNDEZ VALENZUELA, CESAR",$18.000,literatura
"Cupido, Tenemos Que hablar","GARCIA, ELENA",$28.500,literatura
Carta A Un Rehen,"DE SAINT-EXUPERY, ANTOINE",$3.600,literatura
Carmencita,"QUIDEL NUÑEZ, CHERIE",$12.990,literatura
Bibi. Mi Historia,"NETANYAHU, BENJAMIN",$21.000,literatura
B.B. King Rey Del Blues,"DE VISE, DAVIEL",$34.000,literatura
Algarabia,"RUBIO BARRIENTOS, RAFAEL",$11.000,literatura
Ahora Intenta Dormir,"BUESO APARICI, EMILIO",$19.600,literatura
Los Parientes Pobres,,$12.600,literatura
Los Parientes Pobres,"GUMUCIO, RAFAEL",$12.600,literatura
Las Claves Secretas De Shakespeare,,$12.600,literatura
Las Claves Secretas De Shakespeare,"BASSO, CARLOS",$12.600,literatura
El Secreto De La Asistenta - PREVENTA,,$11.900,literatura
El Secreto De La Asistenta,"MCFADDEN, FREIDA",$11.900,literatura
Del Diario De Vida Que Nunca Escribi,,$10.500,literatura
Del Diario De Vida Que Nunca Escribi,"RIVERA LETELIER, HERNAN",$10.500,literatura
De Amor Y Vodka,,$12.530,literatura
De Amor Y Vodka,"KAAS, MIMMI",$12.530,literatura
Aun Siguen Aqui,"JEWELL, LISA",$14.630,literatura
9 De Noviembre,"HOOVER, COLLEEN",$13.930,literatura
"Milei, La Revolucion Que No Vieron Venir",,$28.000,literatura
"Milei, La Revolucion Que No Vieron Venir","MARQUEZ, NICOLAS; DUCLOS, MARCELO",$28.000,literatura
Vinieron Como Golondrinas,"MAXWELL, WILLIAM",$24.900,literatura
Un Trabajo Para Toda La Vida,"CUSK, RACHEL",$20.300,literatura
